"BRGL","Lasso","EN","OSCAR","BLasso","BEN"
3.17000000000002,0.411000000000001,1.154,22.491,3.13500000000002,3.757
3.191,0.316000000000003,1.09,29.502,1.46199999999999,1.285
3.07300000000001,0.425000000000011,0.960000000000008,22.941,3.82499999999999,2.81999999999999
3.12200000000001,0.360000000000014,1.19900000000001,23.025,4.007,2.87300000000002
3.15300000000002,0.324000000000012,1.16800000000001,19.652,3.74199999999999,4.43000000000001
3.09299999999999,0.376000000000005,1.05700000000002,20.592,3.67099999999999,4.53200000000001
2.90700000000001,0.155000000000001,0.734000000000009,24.837,1.547,3.50399999999999
5.072,0.171999999999997,1.934,24.909,0.885000000000019,0.873000000000019
2.91900000000001,0.156000000000006,0.951999999999998,31.399,0.777999999999992,1.36599999999999
2.893,0.176000000000016,0.938000000000017,24.581,1.13400000000001,3.67100000000002
