"","10th Pct","50th Pct","90th Pct","Median Time (s)"
"BRGL",10.356950046161,13.1824478076205,15.5125014685739,4.524
"Lasso",10.1116729092456,12.6270258693722,15.4022258195444,0.828000000000003
"EN",9.97724896440385,12.1960378585403,15.7749453940421,3.602
"OSCAR",9.76710661314123,12.357939683474,14.1190013421183,30.1815
"BLasso",10.1116780628901,12.4359965703853,15.9109551597987,1.62949999999999
"BEN",10.2168706872519,13.5809628865169,15.9898987604911,1.55200000000001
