"BRGL","Lasso","EN","OSCAR","BLasso","BEN"
77.703,7.64999999999998,18.9889999999999,121.57,9.09299999999996,36.636
74.034,5.11599999999999,16.3920000000001,127.287,2.31600000000003,3.94500000000005
76.7099999999999,7.74199999999996,20.394,119.995,2.428,9.59500000000003
88.471,7.28199999999993,16.802,125.338,26.72,12.803
72.415,6.88699999999994,16.2769999999999,127.562,1.7170000000001,4.88699999999994
74.923,6.49599999999998,17.311,126.924,9.05900000000008,36.004
34.7910000000001,0.0869999999999891,0.447999999999979,91.395,1.02699999999993,2.21100000000001
61.682,0.475999999999999,3.34900000000005,104.352,1.58900000000006,6.654
57.548,0.423999999999978,10.5459999999999,81.5699999999999,11.614,1.09400000000005
27.831,0.0800000000000409,0.639999999999986,93.943,20.097,13.1360000000001
