"","10th Pct","50th Pct","90th Pct","Median Time (s)"
"BRGL",10.6196431869106,12.2731130691106,20.4090028359428,5.6945
"Lasso",9.4622379094996,12.8848787913902,16.8416869520991,0.6455
"EN",10.214398296871,11.7490872181867,17.0928860749332,4.352
"OSCAR",9.74613015260991,11.9611531572116,19.8133143369262,28.9905
"BLasso",9.48406950317348,12.1274932897734,21.086259566933,3.7875
"BEN",11.4142541132851,14.8052810991587,19.8476755128491,3.99249999999999
