"BRGL","Lasso","EN","OSCAR","BLasso","BEN"
10.4642026292288,14.0223478980822,10.4743589272937,9.74612977908104,10.708522412699,12.6819357009485
13.9654767938591,15.3184058776364,14.0506950102705,13.5984269747547,13.2593924467847,17.4375848783556
13.5660398265113,14.4907844499622,16.1605749926081,13.6828326193231,14.0296881378258,13.7480232423847
16.6426089228747,16.1566052967165,15.7320976608682,18.0445198472748,15.8442743133548,15.8290447473951
15.3869339736516,12.2083139191839,12.4092804564592,12.9517125510262,16.5110827777931,13.413902530649
10.9472996886673,10.1870820413155,10.1880693507029,11.1118226329977,9.94931372270067,12.2819145086288
13.7198300336238,13.0457378195606,13.5441392468917,13.4777723953693,12.9877149896934,13.8185287589253
9.39167679855063,10.1130175830256,10.0050002637695,9.76943737248125,10.1297185451333,9.42509978279311
12.7988557887297,12.0213239583438,11.9827952606214,11.7641668159218,11.8842781510772,14.414951915822
10.5480259730636,10.0995708452254,9.72748727011279,9.83298677169328,11.0728046957855,10.3048452321917
