"BRGL","Lasso","EN","OSCAR","BLasso","BEN"
11.2045725870724,14.5818966232403,10.3536978692703,9.77542525319011,11.1002461114846,16.5616239900067
10.7994596800645,13.292264450619,11.5002216735216,11.2330410554532,10.8757288027016,16.0145343411825
12.5848265342941,13.6787453511269,13.907424841281,12.6975320866744,12.7390216391743,12.4087343394567
13.6117528327005,12.4774931321614,12.4992923542779,12.4812474508615,13.6349816427551,13.2503134769961
32.1511980299726,20.9720439651012,21.5831056129706,31.9630928278519,33.754575519724,30.7105367439531
10.8074220119331,9.38481138380708,10.2574685140753,10.5587096808494,9.49444764855671,13.5960278571349
11.9613996039271,10.9620020931503,11.1371775535019,11.4410588635617,12.0144396892309,11.6760390914468
9.00129474852556,9.47084085679877,9.82676634203275,9.48247424738816,9.39066619472439,9.05818930983004
12.9152659350829,11.9863455968503,11.9979527628518,13.3005407926082,12.240546890316,16.1480610570879
19.1043144810507,16.3827583950989,16.5939727929291,18.4633389490456,19.6786689055117,18.6406909316153
